205	7	0	6
206	7	0	7
207	7	2	5
208	7	0	5
209	7	2	3
210	7	2	2
211	7	2	4
212	7	4	0
213	7	3	6
214	7	3	7
215	11	0	3
216	7	3	5
217	11	0	1
218	11	0	0
219	11	0	2
220	11	1	6
221	11	1	4
222	11	1	5
223	11	3	3
224	11	1	3
225	11	3	1
226	11	3	0
227	11	3	2
228	15	0	6
229	15	0	4
230	15	0	5
231	15	1	7
232	15	0	3
233	15	1	5
234	15	1	4
235	15	1	6
236	15	2	6
237	15	2	4
238	15	2	5
239	15	3	3
240	3	3	0
241	3	4	2
242	3	4	1
243	3	4	3
244	7	1	4
245	7	1	2
246	7	1	3
247	7	3	1
248	7	1	1
249	7	2	7
250	7	2	6
251	7	3	0
252	7	4	4
253	7	4	2
254	7	4	3
255	11	0	7
256	7	4	1
257	11	0	5
258	11	0	4
259	11	0	6
260	11	2	2
261	11	2	0
262	11	2	1
263	11	3	7
264	11	1	7
265	11	3	5
266	11	3	4
267	11	3	6
268	15	1	2
269	15	1	0
270	15	1	1
271	15	2	3
272	15	0	7
273	15	2	1
274	15	2	0
275	15	2	2
276	15	3	2
277	15	3	0
278	15	3	1
279	15	3	7
280	15	2	7
281	15	3	5
282	15	3	4
283	15	3	6
284	15	4	2
285	15	4	0
286	15	4	1
287	15	4	3
288	4	0	0
289	4	0	2
290	4	0	1
291	4	0	3
292	4	0	7
293	4	0	5
294	4	0	6
295	4	1	4
296	4	0	4
297	4	1	2
298	4	1	1
299	4	1	3
300	4	2	3
301	4	2	1
302	4	2	2
303	4	3	4
304	4	2	0
305	4	3	2
306	4	3	1
307	4	3	3
308	8	0	1
309	7	1	6
310	8	0	0
312	7	1	5
313	7	3	3
314	7	3	2
317	7	4	6
320	7	4	5
321	11	1	1
322	11	1	0
323	11	1	2
324	11	2	6
325	11	2	4
326	11	2	5
327	11	4	3
328	11	2	3
329	11	4	1
330	11	4	0
331	11	4	2
332	16	0	2
333	16	0	0
334	16	0	1
335	16	1	3
336	4	1	0
337	4	1	6
338	4	1	5
339	4	1	7
340	4	2	7
341	4	2	5
342	4	2	6
343	4	4	0
344	4	2	4
345	4	3	6
346	4	3	5
347	4	3	7
348	8	0	5
349	8	0	3
350	8	0	4
351	8	1	7
352	8	0	2
367	12	3	0
368	11	2	7
369	11	4	5
370	11	4	4
371	11	4	6
372	16	0	6
373	16	0	4
374	16	0	5
375	16	1	7
376	16	0	3
377	16	1	5
378	16	1	4
379	16	1	6
380	16	2	6
381	16	2	4
382	16	2	5
383	16	3	3
384	4	3	0
385	4	4	2
386	4	4	1
387	4	4	3
388	8	1	1
389	8	0	7
390	8	1	0
391	8	2	3
392	8	0	6
393	8	2	1
394	8	2	0
395	8	2	2
396	8	3	5
397	8	3	3
398	8	3	4
399	12	0	1
403	12	0	0
404	12	1	5
406	12	1	4
407	12	3	4
409	12	3	2
410	12	3	1
411	12	3	3
412	16	1	2
413	16	1	0
414	16	1	1
415	16	2	3
416	16	0	7
417	16	2	1
418	16	2	0
419	16	2	2
420	16	3	2
421	16	3	0
422	16	3	1
423	16	3	7
424	16	2	7
425	16	3	5
426	16	3	4
427	16	3	6
428	16	4	2
429	16	4	0
430	16	4	1
431	16	4	3
432	5	0	0
433	5	0	2
434	5	0	1
435	5	0	3
436	5	0	7
437	5	0	5
438	5	0	6
439	5	1	4
440	5	0	4
441	5	1	2
442	5	1	1
443	5	1	3
444	5	2	3
445	5	2	1
446	5	2	2
447	5	3	4
448	5	2	0
449	5	3	2
450	5	3	1
451	5	3	3
452	8	1	5
453	8	1	3
454	8	1	4
455	8	2	7
456	8	1	2
457	8	2	5
458	8	2	4
459	8	2	6
460	8	4	1
461	8	3	7
462	8	4	0
463	12	0	5
464	8	3	6
465	12	0	3
466	12	0	2
467	12	0	4
468	12	2	1
469	12	1	7
470	12	2	0
471	12	4	0
472	12	1	6
473	12	3	6
474	12	3	5
475	12	3	7
476	17	0	2
477	17	0	0
478	17	0	1
479	17	1	3
480	5	1	0
481	5	1	6
482	5	1	5
483	5	1	7
484	5	2	7
485	5	2	5
486	5	2	6
487	5	4	0
488	5	2	4
489	5	3	6
490	5	3	5
491	5	3	7
492	9	0	2
493	9	0	0
494	9	0	1
495	9	1	7
496	8	1	6
497	8	3	1
498	8	3	0
499	8	3	2
500	8	4	5
501	8	4	3
502	8	4	4
503	12	1	1
504	8	4	2
505	12	0	7
506	12	0	6
507	12	1	0
508	12	2	5
509	12	2	3
510	12	2	4
511	12	4	4
512	12	2	2
513	12	4	2
514	12	4	1
515	12	4	3
516	17	0	6
517	17	0	4
518	17	0	5
519	17	1	7
520	17	0	3
521	17	1	5
522	17	1	4
523	17	1	6
524	17	2	6
525	17	2	4
526	17	2	5
527	17	3	3
528	5	3	0
529	5	4	2
530	5	4	1
531	5	4	3
532	9	0	6
533	9	0	4
534	9	0	5
535	9	2	3
536	9	0	3
537	9	2	1
538	9	2	0
539	9	2	2
540	9	3	6
541	9	3	4
542	9	3	5
543	13	0	1
544	8	4	6
545	12	1	3
546	12	1	2
547	13	0	0
548	13	1	4
549	12	2	7
550	13	1	3
551	13	3	1
552	12	2	6
553	12	4	6
554	12	4	5
555	13	3	0
556	17	1	2
557	17	1	0
558	17	1	1
559	17	2	3
560	17	0	7
561	17	2	1
562	17	2	0
563	17	2	2
564	17	3	2
565	17	3	0
566	17	3	1
567	17	3	7
568	17	2	7
569	17	3	5
570	17	3	4
571	17	3	6
572	17	4	2
573	17	4	0
574	17	4	1
575	17	4	3
576	1	0	0
577	1	0	2
578	1	0	1
579	1	0	3
580	1	0	7
581	1	0	5
582	1	0	6
583	1	1	4
584	1	0	4
585	1	1	2
586	1	1	1
587	1	1	3
588	1	2	3
589	1	2	1
590	1	2	2
591	1	3	4
592	1	2	0
593	1	3	2
594	1	3	1
595	1	3	3
596	9	1	2
597	9	1	0
598	9	1	1
599	9	2	7
600	9	0	7
601	9	2	5
602	9	2	4
603	9	2	6
604	9	4	2
605	9	4	0
606	9	4	1
607	13	0	5
608	9	3	7
609	13	0	3
610	13	0	2
611	13	0	4
612	13	2	0
613	13	1	6
614	13	1	7
615	13	3	5
616	13	1	5
617	13	3	3
618	13	3	2
619	13	3	4
620	18	0	2
621	18	0	0
622	18	0	1
623	18	1	3
624	1	1	0
625	1	1	6
626	1	1	5
627	1	1	7
628	1	2	7
629	1	2	5
630	1	2	6
631	1	4	0
632	1	2	4
633	1	3	6
634	1	3	5
635	1	3	7
636	9	1	6
637	9	1	4
638	9	1	5
639	9	3	3
640	9	1	3
641	9	3	1
642	9	3	0
643	9	3	2
644	9	4	6
645	9	4	4
646	9	4	5
647	13	1	1
648	9	4	3
649	13	0	7
650	13	0	6
651	13	1	0
652	13	2	4
653	13	2	2
654	13	2	3
655	13	4	1
656	13	2	1
657	13	3	7
658	13	3	6
659	13	4	0
660	18	0	6
661	18	0	4
662	18	0	5
663	18	1	7
664	18	0	3
665	18	1	5
666	18	1	4
667	18	1	6
668	18	2	6
669	18	2	4
670	18	2	5
671	18	3	3
672	1	3	0
673	1	4	2
674	1	4	1
675	1	4	3
676	6	0	3
677	6	0	1
678	6	0	2
680	6	0	0
690	13	1	2
693	13	2	6
694	13	2	7
695	13	4	5
696	13	2	5
697	13	4	3
698	13	4	2
699	13	4	4
700	18	1	2
701	18	1	0
702	18	1	1
703	18	2	3
704	18	0	7
705	18	2	1
706	18	2	0
707	18	2	2
708	18	3	2
709	18	3	0
710	18	3	1
711	18	3	7
712	18	2	7
713	18	3	5
714	18	3	4
715	18	3	6
716	18	4	2
717	18	4	0
718	18	4	1
719	18	4	3
